000101011100000010100010000010011,100101100110101000100001111100001
100111001000111001001000101011111,100101110010000001010111111101100
101011000000011111001110000011001,100101000001111011101010101101010
010111110010101001000001111001011,001000100110011000001101010110101
001011101101011010001111111011010,001111110110110110010100010110001
001111100001010011010100000110001,010101010011011110000110000100100
001111000110111010110111110001010,000111110010000000000001011101000
100000010011110011101001010100111,010101110001001111011101101010000
100011001111101000000000100111010,011001001011011110101010011110010
100110000000010001001110111110110,010011001110111100010100011000010
001101000011101011011010111011001,000001000011010110010111101100010
100101110101111010000000010111100,100101011101111101101110100001011
000100010011100011010100110100000,000011110111100001001101101100011
011010010011100100111001011010011,000100000100010011011010110111101
010101000111100000011100111000011,001110011010011010100000101110101
101010110110111111000111011000000,010110000000101110001101010010111
010010111101011100010000010010100,101000010011011110011010010000110
001101011010001110111011001100011,001000111011101100000010000111011
100100001010111011110111010001010,010111011111101111111001011110100
010001110110011011110000000101000,011101001100001010010110000001011
011011100110011001111010110001111,001111000110101011000101111011100
100100010101010000010100111010011,100011111110001100001001000011011
000000101111100011110100111011110,100101010010111101011111111101000
011110111101010010010111011000010,001101000111011010000101111001100
001110010111100111001000000111101,101001110101000101101111110011101
001010010001111011011110101111010,000110011010100001010001011000001
011011011111101101001101001100111,000100011100101111101100001110001
010111000000001110011010111011110,000110010011101110001001110110100
000000100111111010100101101101001,011011111101010000110010101101111
001000010100111100100000010011100,001100111000011110011101100111000
000011110000001001110100110011001,000110000000111100011011000100111
001001000010010011100111011111100,101001010011011011100011001101000
001010101000110110100011001011110,000101110101110110100111110111001
010110011111100110111011101011110,011001111010100011011110101001000
010101100100010011011101110111000,000010100111111101111111100010111
101001100011011000100010100010010,011011101010011111100100010000110
000101111101000111011111010101010,100100101011010011001010011010110
000101001110110011110101000010111,100011110001000111110011010101110
010000110001111001111101110011101,000101110011000110001110010010011
001011111101010101010001001100101,000001101001011000101111010110100
011001111011000101010101100101011,100010010111000100011010111000000
011100100110110011110110110101000,001110111000001100011101011100100
001101100001011111000110000100101,000111011001001001101011010110111
001100001001010110110001011111100,001100101000001011010011110111110
001111101111110101000001101110100,000010101110101100011101000010101
010100110101110001101010000110010,001001110011010001100111011110001
010000000001000100111111100000100,001100010111110101111111101000100
011011110011110100000101010110110,010010110000011001000100101010011
100110010010001101001101111110011,001001011100101111100101100101000
100111100110011001111011101101110,001111110010000001110101010000111
001110000111000100110001101000000,001111000001110000010011010011111
101000010111101111000111111111001,010101010111111101010101110101000
100000001001000011111100110110011,000100101100100010000000011111011
010010110010101000011001110010010,000011110110000100001001011001000
011001101110010111110010101111011,100001000001011000000000001000111
100000011101100111011000100111101,011101100110111101011010010110101
100010010110110101111110000101111,000100100001111010101110001010110
101001111000101111101001001001111,000011011110111111010111011001111
010011100111101001100100001001111,011010011100110001100010010111001
011111111110100001000101110111100,001100101010001110111101011101101
000000111110101100101001110111101,000110111000001110000000100011000
100001100101110010100011100111111,100101011111000101000100110111101
010000001011001100001010101100100,100001110010111010111000011110001
100100111010110100010011010000011,100011010110010011111110011100100
011111100110100001010010011110101,100100100110001011110100101010001
100000110001111000110101111010111,010100111001001101011101000011011
000010110010100110000001010011101,000100011110111010010100110111100
101010011001110001110110001000101,101010000100001100000111001111101
100100000101001011000110111001100,000101100010000000101001101001101
001010001011101110010011101101001,011011010001100101001110001110101
001101100011110000000111110001111,100010101101011111001100001110100
011101100100010011001110010100001,010001010001101000010001110000100
101010100101000010111110111011001,010010111010010000111101100111111
100100010111111001101101100000110,100000111001000100011111001100011
000110101010000001011001011101100,101000000111000111111100011010100
100110011011011111010100010010110,101010010011001011000011001000011
001100101010100010101000000000101,010011110001110111110011111010100
010100100011110110111100110111110,000001100000111111101101110000001
101001011011000110000011000000010,010100011011001000100101010010111
100101110001101111110011110110110,100110110010100101100100101000100
010001000100101110110100100000011,100110100111111100011111001011001
011100101000101001100010110010101,001100010001001000001011001000000
100000110011100010110000000001000,011010010001111111011001000101111
001001100001001001000111011010010,010011111100000010000011101110001
000010010110100100010000001111100,000011111110101011000011001101010
010101010000100100011101010101010,000100110000111110000110101000110
010010011100100011110111000010111,001010110011111010111001110000100
101001010010100010110110011001010,011001010111101100101111111111010
101001011000011101000000000010110,010001010111101010110101001010011
011011110011100110000001010011111,010101010101110011101110110111010
000000010000011000011100111110101,010000100100000000010110011100011
100111001111011001100111001001010,000010101111100011100111100100011
001000001111101101011100010101000,011111001001111110001010000110001
000001011101001001000111000110000,100101000000111011100101100000111
000000110000001010110010000100000,010011101000000101010010000011010
101000010010101111101011011010010,100001101101100100000011100110100
010101011110111001001001011100010,101010011010111000010000111100111
100111000100111010001011111011101,001011010101001001101111011100011
011101000000010010111000101001100,010111110110101000000101110010011
010100100001111010100000010110001,000010110111101010000000010100101
010011000000000100110101100100110,011011111010001001001100011111010
010101110011010001001001100010010,010000100111010100011010011101101
000111101100111101001101010101010,011111100010110111001011010010110
000100111010110000110100001110100,101001111100101100001100000111110
010000101101000101011001111010101,000101101011100011100010101111110
000011000000010111001001110000001,001011101011000100111110100111100
010010111000000000010001010000001,100010110000111100100001110101010
011110111011001000111100000001110,000010100000101000100100000001101
000100000110110110010001011010100,101001001001010011011111111011001
011011110010100000001111001101100,011111110011110011110010100011011
011001001101000111111100000110110,100111011001000111000011000011000
001111110110110101101111101110010,011000000111111000000111011111000
101000101100001011001111001100100,001101110101110101000110111010110
101001001101010110000111001110001,011110111101110100011101110111001
011111101011101011000010111000000,100100011111101111111101111000011
011111111000110110111001001000110,000010100011111111000001101010000
100101110100001001000100100100100,011101000010000111011110100001011
101000011100001100110010001010110,000011001011101110001001001010011
001010100000011111100110000110010,100000000011000011111001010010111
000110010110001000011111101100011,011100010111010100110000111111011
101000101100111010110010011011110,010000001100011111101100000110101
000100110000100000001110011110101,010000110111000110011110101100111
000110000111111100111010010011000,101010010000110111011011000111100
100111110101111110111011101111001,101010001011101000010101110101111
011110110000000011010011011011011,000101111101111101101111111110001
000110001011011000011010101010110,001101111001111010111010111111011
100111111100011100100101010011100,010110111010010001000010011010000
000100111110111101000010010001111,011110110000001000110100000111110
010011111011111101000100101111001,100001100101100111010111011001100
010001111110101011100100011101100,001010111011110111100010110101101
001100010010110010100001011001110,001110011011010010010011100001001
011100010001111100000010000011001,010001011010011000111011000111101
011001011010100110100010100100111,011000011010101000010011110001100
001001111000010110010011010101000,010101010111010011100100001011000
011010110001110000111110111011110,001111111011001101101100110011001
001101000100101001100010011111000,101001110111110001011011001001001
001100100110000011110011001001011,001011100110100001010100110011010
101010000000101100110000100111001,101010010001001111110101011110100
000101101000010101101101010010000,011001111000001011110011111111000
001010000001101110010001010011000,001001100110000110100001000001001
010000110010110100001111000011100,010110010010100011111001111100100
100001000100111111010010010010100,000111110011001100001010000110110
100001111000101101010111110110000,000001100110100101110111000000011
001110111111101001101011000011010,010100100111001110100101100100111
000111100100111001110001001110011,101010010011100000101011111111000
001001010011001001010000010111100,101010100111111001011100000010011
011100111010100111100111101001010,001001101101110000011110100110100
001100101101111011100010000100000,011100100000011100010000101011101
101010011110100010111100010101100,001011010001111001001010101100111
011101010110110001010000100100001,011111101100010000110111011010101
011111101011100001001000110111011,000000110010010111101000101000100
001101010110000010101111111100101,011111110010001011011011010001000
000100110001110110111101001001111,000000001001011110011010010111000
011011110011000010001101111001111,010100110000110001001101100100100
000011011000100001111001110001110,101001011100011000110100100110010
101001100111100000011111010111010,100000110110101010000100110111000
100011011010110001101110000100000,011110001110011001011101010011010
011110101111001101011011000010000,001100111001111010010100111111010
101010001110010100010110000111000,101000101010100000110100111110010
001100001110110100000001110110011,100001100000101001011010111010000
010100110001001010111110111000110,001111000100011001001011100010110
010101101010101100100110100110000,011000001000100101011000111000011
000100101111001111010101001000001,011011100110111000010010000101000
010010010011111001110110110001000,000110100101011001101010011101001
000101101011110111000000010101110,001011011011001001000010111111000
101011000110110101000110010000101,001111001000100110001010101010111
100001001100100110110000010110110,001011000100010111001000111001100
001011000011001000100011010011110,010001101110101101011010111100111
100100101000111000010010010111101,000110111100010111011010001010011
100111010011010101001100101010000,101010100111001010101010111110111
000000101101100011101100010010101,011011111110000001100000010101100
000001010111111001010101100010010,010001111010011111110110110000000
001000000100111111011111101001001,100010011011010000011000011010110
001100100001011101001100010001101,001110010001101010100011011101101
000000111100100101001010101100010,000000100010010101011010100001010
000110011000010010010100110000011,100100101011111010100010010100001
011010000010110110101110101101101,001100001111100011010000001110100
001101010000111010110001000110110,011011110110101100001101010100010
001001010000101010010000100100001,001100110010001111101001000111110
100111101100111110101100010101100,000100010111101010011111001011000
000101111110000010011010110010000,011011000001011011100010100111011
100001010110001001001111110100010,101011000111101101101000000110000
001000111000110110110110110101010,001011111001001100100110111010010
011010001110010011011011101101001,001110011111011010011111001101011
100110011100000110100011000010001,010101101101110111101111000110111
011001100010101001001100011001111,011111000101010010101111010101101
000101000100110110110111010110011,001111100011100000111001000010101
000010011000111110010110100111101,001111011101011110001010000101000
100001110011011001001111111111111,000000110101110000101011010001001
100000101110000101101010101110011,010001010101001110110100000010001
000101101110011101000011111101011,000010100000011010010111111001000
000111111010100011110001000110011,101000000101100110110101001110100
000111101010001000111001101001011,100000001000110010101001011111010
010110100101100011100111101110110,100010011101010000010111011100100
001101000010110100000001111011001,010100001011101010001111000100011
000110110111001101000101100001001,000101111000000000001100100111011
010100010001011100101100001010011,101010000100010000001110111110001
000011100010101001011010011100110,010101110001011101110011001011001
001110111011101110001010100011111,011110000010111110101001100101001
000100010011000011000001101010110,101000100101010110001010000010011
101001110010111111010110110110000,100111011011111001100100011111101
011010011000001111011001001100101,101010111110110101000111011011000
001000011111001011010011111010010,000010111011100101111011000110110
010100110001000001111111010111010,001101101100100001111101000101011
001011101100100111010101111101000,101010101001011100110010000011100
010001010000101000100001011000101,000000011111100011000101011000000
001011010101110111010111011110001,100010100100001001000101000001010
000010101111110001010111111100111,010010110100111100001110000000110
001111011101000010000101111110000,010010000001100010010011101000111
010101111111010111110001001010001,010001101010100000001100010101011
001001001010001100100011001001011,001111000110000010010001100111011
010101000001100011000001001001100,001111001110101001011101100100111
100110100001110001110011001001011,101000100010011100011010010110000
000100010000010000000110000101100,100101011000001000001111000010100
100011101010111010101000000000011,000010010000100001000011110101111
001100111111111101000111100001010,100100010010111101011101110111100
000100001010000011101101000111000,011110001011100001100000011011001
000110101000001110001101101001010,010000111111101101011000010111000
000000001000101100011010010100010,000111101001101111000100000101110
001001011010110111111111100011010,010001011001000111000110110001110
010011010110001110100100110100010,100111011110010000100001110000000
010000011000011100100101101010110,001110100110100000110111000001011
011011011001100000011001010110111,001100010000000000100011011001011
010000011000000101011011110111011,010101001100001010110011100010000
010101011101010110111001001010011,011011000101111000100010110010001
011001000100110000100010111111001,000010001101101100111100101000111
011010010001011001010111100001011,011111111000000011010000101101110
011000010000000011010000100111111,100011100110000100010111111110011
100011000100100000001101000001010,011101000111110111011011011001000
011101010000010100111001100110100,001010000010101111000010010011001
011010101000000110010100001100000,001101010110011011000001000110001
101000000001001000101101011001011,000000100110000001000110010111011
010100101100111100001101010010011,000010001101101111110101100100110
001010000111001011111101111110100,000100011010001100001001010111011
001011001001000101001111011110111,001000001110001111010111101111100
100101010011110011011001011110000,100000011001001111110101111101000
100111010111110001100110010111000,000110000010110000000101100100100
000000101100010011010110001101111,100110100010111100000110011110010
100100100101000010011011100110001,010110111110101110000100101011110
011111010101101101111011100010111,011011100110000011110001110100101
000111110010111001001111000100000,100111101001100000001110101011110
101010100100110011110110100101001,001010000110010000110010011100100
000010111111110101001011100010011,001101101101010101001010000110011
100011100011101000001100000101000,100110110111100101000100011111000
000111111111111011011111110010010,010001111001011001110110111000100
100100111110100100100100010111111,000011010000001011000100010110010
000011010000110011111101000000100,001011000010011001110100110001010
010001100000100101110011001111111,000001010101001111100001110000111
000001000100101010110110001101101,100111001111001111001001100110111
001000001010111000101110110101001,000110110111000011111101010100001
011110001100011110100001011010110,100110001001110101011011000010101
101001010101101001011001111111100,001000001100000011100001101100101
011110011000100000111010100100010,010011111000010111101110111010010
011110011100010100000111110110101,001001101011110111111110011110001
011010110101001111101000010011010,010101111001010111000001001101111
000010011000110101100100011100110,010000100111111110101100000011111
010101100111110000110001011011010,010101100101101001110011011000110
